start_time, end_time, is_question, is_pause, curr_sentence_length, speech_rate, is_edit_word, is_reparandum, is_interregnum, is_repair, pcm_RMSenergy_sma, pcm_fftMag_mfcc_sma[1], pcm_fftMag_mfcc_sma[2], pcm_fftMag_mfcc_sma[3], pcm_fftMag_mfcc_sma[4], pcm_fftMag_mfcc_sma[5], pcm_fftMag_mfcc_sma[6], pcm_fftMag_mfcc_sma[7], pcm_fftMag_mfcc_sma[8], pcm_fftMag_mfcc_sma[9], pcm_fftMag_mfcc_sma[10], pcm_fftMag_mfcc_sma[11], pcm_fftMag_mfcc_sma[12], pcm_zcr_sma, voiceProb_sma, F0_sma, pcm_RMSenergy_sma_de, pcm_fftMag_mfcc_sma_de[1], pcm_fftMag_mfcc_sma_de[2], pcm_fftMag_mfcc_sma_de[3], pcm_fftMag_mfcc_sma_de[4], pcm_fftMag_mfcc_sma_de[5], pcm_fftMag_mfcc_sma_de[6], pcm_fftMag_mfcc_sma_de[7], pcm_fftMag_mfcc_sma_de[8], pcm_fftMag_mfcc_sma_de[9], pcm_fftMag_mfcc_sma_de[10], pcm_fftMag_mfcc_sma_de[11], pcm_fftMag_mfcc_sma_de[12], pcm_zcr_sma_de, voiceProb_sma_de, F0_sma_de, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, UNK
4.139999999999999680e+00, 4.950000000000000178e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.604166666666666297e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.481550078499999567e-03, -4.674306370000000932e+00, 8.220596785000001461e+00, -8.486792549999997437e-01, -5.889319299999999480e+00, 1.268151571500000019e+00, 5.852848216499998202e+00, -1.914017888000000056e+01, 1.366591575000000391e+00, 2.039481250000000578e+00, -3.104117201499999812e+00, -9.628664880000000759e-01, -1.454073409999999811e+01, 4.518229299999999837e-02, 5.890210750000000051e-01, 4.913998850000000118e+01, -1.064557330000000219e-04, -2.147867805499999727e-01, 3.392476649999996985e-01, 3.960591864999999379e-01, 5.108848384999999936e-01, 7.864214700000002334e-02, -2.692271544999999544e-01, 6.668877649999999102e-01, -3.597434850000001960e-01, -5.746187970000000700e-01, -1.449794800000000217e-01, -2.811627865000000392e-01, 7.059244650000000565e-01, -1.915208506500000116e-02, 2.580663420000001325e-03, 4.297360800000001646e+00, 1.863000000000000211e+00, 1.292999999999999927e+00, 5.040000000000001146e-01, 1.376499999999999835e+00, 0.000000000000000000e+00, 1.624499999999999833e+00, 9.625000000000000222e-01, 8.100000000000000255e-02, 0.000000000000000000e+00, 9.400000000000000022e-02, 1.124000000000000110e+00, 1.844999999999999973e-01, 5.355000000000000870e-01, 0.000000000000000000e+00, 2.869999999999999774e-01, 9.500000000000000111e-02, 5.685000000000001164e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 8.000000000000000444e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 9.000000000000000222e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.000000000000000222e-01, 0.000000000000000000e+00, 3.499999999999999778e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 8.499999999999999778e-01, 0.000000000000000000e+00, 5.000000000000000278e-02, 0.000000000000000000e+00
4.950000000000000178e+00, 1.164000000000000057e+01, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.604166666666666297e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.912777027916666171e-05, -4.891825059523809749e+00, 1.509617284523809611e+00, -4.045324208333332949e-01, 4.589474820833333579e-01, -3.852577844642859350e-01, -1.275152623452380507e-01, -1.681943541071428128e-01, 1.545630343452380762e-01, 9.757056994642859804e-02, -8.912821952380953205e-02, -3.500253279761904590e-01, 3.054129884523811289e-01, 8.226506732797618238e-01, 6.791342571428572727e-02, 6.625729702380952268e+00, 1.350438243273809482e-06, -8.999695458333334397e-02, 3.757053363095239767e-02, -7.162487095238094514e-02, -4.885720714285708352e-03, -1.067160410119047213e-02, -1.774212886904762143e-02, 2.843693720238102234e-03, 3.266957194047618446e-02, -6.070738131547606144e-03, 2.741734523809525453e-02, 1.442353726190475846e-02, -8.103588446428571304e-03, 2.098896365476190379e-03, -4.830750178571427585e-04, -5.115906428571429521e-01, 3.929761904761904789e-01, 4.013095238095238937e-01, 1.910714285714286143e-01, 4.032142857142856918e-01, 1.910714285714286073e-02, 4.992261904761904345e-01, 9.120833333333339121e-01, 1.190476190476190475e-04, 3.214285714285714662e-03, 8.130952380952383152e-02, 8.703571428571428292e-01, 5.232142857142856734e-02, 1.132142857142857811e-01, 7.083333333333332975e-03, 1.058333333333332932e-01, 2.150595238095238670e-01, 2.314880952380953816e-01, 4.226190476190476164e-01, 1.000000000000000000e+00, 2.916666666666666852e-01, 2.142857142857142738e-01, 0.000000000000000000e+00, 4.285714285714285476e-01, 9.761904761904761640e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.952380952380952051e-03, 9.464285714285713969e-01, 1.190476190476190410e-02, 2.380952380952380820e-02, 2.380952380952380820e-02, 1.964285714285714246e-01, 2.738095238095238360e-01, 4.880952380952380820e-01, 5.952380952380952051e-03, 1.000000000000000000e+00
1.164000000000000057e+01, 1.182000000000000028e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.604166666666666297e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.693473400000000184e-04, -2.753015400000000312e+01, 1.368044999999999867e+01, -1.242854339999999880e+01, 5.726828440000000242e+00, -3.763987835999999643e+00, 7.486109600000000475e-01, -3.166461199999999754e-01, 2.716585319999999637e+00, -1.730526259999999983e+00, -1.150440779999999830e+00, 1.006258320000000150e+00, -3.411876200000000470e+00, 3.688124999999999876e-01, 2.170280599999999949e-01, 0.000000000000000000e+00, -6.595390000000000562e-06, 3.190540400000000387e-01, -4.381249999999999867e-01, -7.980872400000000866e-01, 1.158399259999999931e+00, -1.232576122999999857e+00, 1.269804340000000087e+00, -1.337499999999999800e-01, -1.335787639999999943e+00, 6.858018180000000630e-01, -1.322315452000000002e+00, 1.197319520000000193e+00, -6.961351999999998430e-02, -1.770837059999999475e-03, -4.451857400000000173e-03, 0.000000000000000000e+00, 3.259999999999999565e-01, 8.460000000000000853e-01, 5.220000000000000195e-01, 7.099999999999999645e-01, 1.799999999999999864e-02, 1.400000000000000203e-02, 1.540000000000000036e+00, 4.000000000000000083e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.240000000000000657e-01, 1.779999999999999916e-01, 1.620000000000000051e-01, 0.000000000000000000e+00, 2.540000000000000036e-01, 8.099999999999999423e-01, 8.539999999999998703e-01, 2.000000000000000111e-01, 1.000000000000000000e+00, 4.000000000000000222e-01, 4.000000000000000222e-01, 0.000000000000000000e+00, 8.000000000000000444e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 5.999999999999999778e-01, 2.000000000000000111e-01, 1.000000000000000000e+00
1.303999999999999915e+01, 1.324000000000000021e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.999999999999972466e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.628768416666666503e-04, -7.765042983333333204e+00, 1.435794450000000033e+01, -4.134719000000001699e-01, -4.796820833333333423e-01, -4.668580999999999648e+00, -2.553706986666666623e+00, -6.913691899999999890e+00, 7.461564966666667686e+00, -4.556591666666666707e-01, -3.620707666666666658e+00, 1.406583166666666829e+00, -9.794069166666666604e+00, 1.060243166666666598e-01, 3.002737500000000059e-01, 0.000000000000000000e+00, -3.527592349999999301e-05, -6.731850666666665539e-01, -1.538869000000000042e+00, 1.820833333333335136e-01, 9.633941000000000310e-01, 4.750676500000000080e-01, 1.519193166666666928e-01, 1.079438516666666681e+00, -1.696134999999999948e+00, -1.191283389999999942e+00, -2.182298933333333413e-01, -1.111377033333333264e+00, 1.407686033333333420e+00, -1.115104399999999711e-02, -1.313204333333333439e-02, 0.000000000000000000e+00, 6.366666666666666030e-01, 5.683333333333332460e-01, 3.516666666666666274e-01, 2.533333333333333548e-01, 0.000000000000000000e+00, 5.550000000000000488e-01, 1.126666666666666705e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.916666666666666852e-01, 8.000000000000001554e-01, 0.000000000000000000e+00, 4.166666666666666852e-01, 0.000000000000000000e+00, 3.333333333333333287e-02, 5.333333333333333676e-02, 2.866666666666666807e-01, 1.666666666666666574e-01, 1.000000000000000000e+00, 1.666666666666666574e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.333333333333333148e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
2.403999999999999915e+01, 2.425000000000000000e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.761904761904742323e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.862878400000000023e-03, -3.447229833333333460e+01, 1.575830016666666644e+01, -1.390489999999999782e-01, -1.251713900000000024e+01, 7.140146000000000548e+00, 3.012769383333333106e+00, -9.990546166666666394e+00, 8.411677833333333965e+00, -6.176256500000000260e-01, -4.792854666666666041e+00, 4.998758833333333484e+00, -6.016232166666667380e-01, 3.812673666666666628e-01, 1.885310000000000041e-01, 0.000000000000000000e+00, -8.694183999999999767e-05, -2.748511333333332196e-01, -5.721768733333332246e-01, -4.855884916666666773e-01, -3.319293666666667808e-01, -5.484111333333333560e-01, -5.152775049999999135e-01, -4.062255500000001018e-01, 3.016899466666666529e-01, -5.960987833333334374e-01, 2.427612500000000118e-01, -3.028719999999999746e-01, -1.858375683333333139e-01, -9.687326500000000007e-02, -3.631019500000000257e-03, 0.000000000000000000e+00, 2.416666666666666963e-01, 0.000000000000000000e+00, 1.716666666666666619e-01, 4.833333333333333232e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.099999999999999645e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.131666666666666599e+00, 0.000000000000000000e+00, 2.799999999999999711e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.033333333333333326e-01, 4.016666666666666163e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 5.000000000000000000e-01, 0.000000000000000000e+00, 1.666666666666666574e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 6.666666666666666297e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
2.473999999999999844e+01, 2.528999999999999915e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.290076335877858416e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.128407142857142840e-04, -2.329264664285713593e+01, 7.291244142857142840e+00, -5.297117928571430490e+00, -2.809579071428571773e+00, -4.908816864285713066e+00, -1.996867364285714430e+00, -5.833535914285714163e+00, 3.938886274285714251e+00, 2.238257284999999985e+00, -9.439405842857144791e-01, -2.822135285714281738e-01, -1.742430042857143091e+00, 3.228348121428571416e-01, 2.469825000000000492e-01, 0.000000000000000000e+00, 8.709195428571428921e-05, 1.332549721428571532e+00, 5.467291642857142753e-01, 9.088996714285713097e-01, -2.597206857142858594e-01, 1.897614399999999757e-01, -2.392623571428569712e-02, -1.443006324999999590e+00, 1.406262234999999805e+00, -6.371317714285713862e-02, 1.850696542857142857e-01, -2.753420092857142842e-01, -4.148706007142856644e-01, -3.426413692857142868e-02, 1.886639764285713908e-02, 0.000000000000000000e+00, 4.128571428571428670e-01, 1.321428571428571730e-01, 3.314285714285714612e-01, 1.428571428571428700e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.121428571428570553e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.935714285714285499e-01, 0.000000000000000000e+00, 2.100000000000000200e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.328571428571428514e-01, 4.450000000000000067e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 9.285714285714286031e-01, 0.000000000000000000e+00, 7.142857142857142461e-02, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 7.142857142857142461e-02, 4.285714285714285476e-01, 7.142857142857142461e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
2.528999999999999915e+01, 2.566000000000000014e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.290076335877858416e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.006619555555555424e-03, -4.709744944444443249e+00, 1.318780777777777935e+01, -9.615031444444445796e+00, -2.617880666666666745e+00, -5.348370555555555406e+00, 5.224556688888888800e+00, -2.516383333333333283e+01, 7.727579055555556131e+00, -7.469546166666666487e+00, 3.668040222222222480e-01, 1.189472388888888865e+01, -1.143023277777777835e+01, 2.660879777777777969e-02, 5.939701111111110876e-01, 7.178090999999999156e+01, 1.552689177777777851e-04, 6.800041100000000505e-01, 4.574734722222222327e-01, -1.863781211111111169e+00, -1.707411999999999930e+00, 1.850675555555555407e-01, 1.630146144444444500e+00, -7.759806444444444784e-01, -1.578931744444444396e+00, -1.872904244444444366e+00, 8.001799555555551280e-02, 2.146825822222222513e+00, -3.872066644444445149e-01, 3.356482555555556895e-04, 3.146689408888889150e-02, 1.394496855555555648e+01, 3.833333333333333592e-01, 7.333333333333333370e-02, 2.988888888888888706e-01, 2.000000000000000389e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 7.844444444444444997e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.016666666666666607e+00, 0.000000000000000000e+00, 1.833333333333333204e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000311e-01, 4.477777777777778301e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.333333333333333148e-01, 0.000000000000000000e+00, 1.111111111111111049e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.222222222222222099e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.555555555555555802e-01, 0.000000000000000000e+00, 1.000000000000000000e+00
2.566000000000000014e+01, 2.605000000000000071e+01, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.290076335877858416e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.653067910000000106e-03, -3.446964890000000281e+00, 8.396534599999998960e+00, -8.373570029999999775e+00, -1.776677500000000265e+01, -3.812015520000000102e+00, 2.411193840000000144e+00, -2.480906300000000186e+01, 6.806629800000000508e+00, -5.846698100000002896e-01, 3.211389100000000330e+00, 5.469933606999999753e+00, -1.196777729999999984e+01, 3.834375199999999484e-02, 4.937369400000000685e-01, 5.950912099999999327e+01, -2.173232809999999947e-04, 2.157487299999999997e-01, -1.196730779999999772e+00, 1.455334800000000373e+00, -3.953771240000000242e-01, 9.332059100000000829e-01, -1.742118250000000090e+00, 2.368111199999997640e-01, 1.089697042999999921e+00, 1.282880540999999930e+00, 7.260768179999999017e-01, -1.577131189999999794e+00, -5.669944740000000261e-01, 1.058333600000000048e-03, -4.284770930000000172e-02, -1.255047159999999984e+01, 2.700000000000000178e-01, 0.000000000000000000e+00, 2.060000000000000164e-01, 9.999999999999998473e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.479999999999998428e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.280000000000000027e-01, 8.450000000000000844e-01, 1.000000000000000021e-02, 1.459999999999999909e-01, 6.400000000000000133e-02, 0.000000000000000000e+00, 3.130000000000000560e-01, 5.440000000000000391e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.999999999999999889e-01, 5.999999999999999778e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000056e-01, 0.000000000000000000e+00, 1.000000000000000000e+00
2.605999999999999872e+01, 2.635999999999999943e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.333333333333325044e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.647172000000000216e-04, -5.393517749999999999e+00, -8.449972125000002610e-01, 2.778122321249999693e+00, -1.399750774999999869e+01, 2.030596375000000897e+00, -8.434930875000000938e+00, -1.439415174999999891e+01, 1.911792000000000158e+01, -2.212525750000000180e+00, 8.217200874999999627e+00, 1.161541287499999964e+00, -1.124895637500000056e+01, 8.239583000000000323e-02, 2.726251749999999974e-01, 0.000000000000000000e+00, -7.278099699999999160e-05, -2.875042275000000203e+00, 5.075802374999999200e-01, -3.432139913750001936e-01, 2.361342075000000040e+00, -1.373565282499999984e+00, 3.391360624999999462e-01, 2.856246937499999916e+00, -7.768994999999999651e-01, 3.692119624999999905e-01, -6.781579000000000912e-01, -1.398478625000000031e-01, 1.869295424999999788e+00, 1.380078174999999942e-02, -9.548621000000000192e-03, 0.000000000000000000e+00, 3.712500000000000244e-01, 0.000000000000000000e+00, 4.999999999999999584e-02, 3.375000000000000222e-02, 0.000000000000000000e+00, 3.500000000000000333e-02, 9.587499999999999911e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.762499999999999956e-01, 6.737499999999999600e-01, 0.000000000000000000e+00, 2.100000000000000200e-01, 9.500000000000000111e-02, 0.000000000000000000e+00, 3.037500000000000755e-01, 6.174999999999999378e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 7.500000000000000000e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
2.944000000000000128e+01, 2.987000000000000099e+01, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.500000000000000000e+01, 9.416195856873822434e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.932882272727271755e-03, -9.227366727272725555e+00, 3.923184363636363248e+00, -7.457096981818181369e+00, -1.126951763636363424e+01, -4.273564545454545893e+00, -6.632259454545454069e+00, -2.278866818181818488e+01, 2.332592554545454888e+00, 1.462880145454545255e+00, 4.756886090909091536e+00, 8.233705545454546026e+00, -8.185138363636363934e+00, 8.240530090909090055e-02, 6.006129181818182783e-01, 6.829658909090909447e+01, 7.786629090909088678e-05, 1.742707754545454346e+00, -7.192564363636363423e-01, -9.151421454545453082e-01, -2.043484700000000598e-01, -3.719670938181818820e-01, -1.032152383636363524e+00, -1.954689027272727531e+00, 7.620720986090908644e-01, -2.079703590909090793e-01, 8.845255363636365942e-02, 5.592486627272728050e-01, -6.876461881818183297e-01, -3.766856473636363140e-02, 3.453035000000000132e-02, 5.496156363636362840e+00, 1.827272727272727382e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.909090909090909241e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.836363636363636642e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.690909090909090973e-01, 5.563636363636362825e-01, 1.963636363636363236e-01, 1.818181818181818180e-03, 3.818181818181818482e-02, 0.000000000000000000e+00, 4.909090909090909477e-02, 6.936363636363636065e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.545454545454545303e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 9.090909090909090606e-01, 3.636363636363636465e-01, 6.363636363636363535e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 9.090909090909091161e-02, 1.000000000000000000e+00
