start_time, end_time, is_question, is_pause, curr_sentence_length, speech_rate, is_edit_word, is_reparandum, is_interregnum, is_repair, pcm_RMSenergy_sma, pcm_fftMag_mfcc_sma[1], pcm_fftMag_mfcc_sma[2], pcm_fftMag_mfcc_sma[3], pcm_fftMag_mfcc_sma[4], pcm_fftMag_mfcc_sma[5], pcm_fftMag_mfcc_sma[6], pcm_fftMag_mfcc_sma[7], pcm_fftMag_mfcc_sma[8], pcm_fftMag_mfcc_sma[9], pcm_fftMag_mfcc_sma[10], pcm_fftMag_mfcc_sma[11], pcm_fftMag_mfcc_sma[12], pcm_zcr_sma, voiceProb_sma, F0_sma, pcm_RMSenergy_sma_de, pcm_fftMag_mfcc_sma_de[1], pcm_fftMag_mfcc_sma_de[2], pcm_fftMag_mfcc_sma_de[3], pcm_fftMag_mfcc_sma_de[4], pcm_fftMag_mfcc_sma_de[5], pcm_fftMag_mfcc_sma_de[6], pcm_fftMag_mfcc_sma_de[7], pcm_fftMag_mfcc_sma_de[8], pcm_fftMag_mfcc_sma_de[9], pcm_fftMag_mfcc_sma_de[10], pcm_fftMag_mfcc_sma_de[11], pcm_fftMag_mfcc_sma_de[12], pcm_zcr_sma_de, voiceProb_sma_de, F0_sma_de, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c, 
1.790000000000000036e+00, 1.929999999999999938e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.474917249999999957e-03, 3.096499350000000206e+00, -6.755307249999999542e+00, -6.170819250000000089e+00, 1.792873500000000009e+00, -2.108011999999999997e+00, -4.920845174999999294e+00, -1.343013300000000143e+01, -4.601656574999999805e+00, -2.457598550000000159e+00, -2.260964500000000044e+01, -1.391834749999999943e+01, -9.276880000000000237e+00, 1.901041499999999926e-02, 6.857371500000000175e-01, 4.591132999999999953e+01, -7.267323500000000183e-04, 1.237747399999999942e+00, 2.482606249999999903e+00, -1.606339450000000113e+00, 3.387803749999999781e+00, 1.908909500000000037e+00, 2.252945425000000057e+00, -1.446711524999999998e+00, -2.174697500000000172e+00, -1.038472000000000062e+00, 1.815050349999999924e+00, 8.745374750000000086e-01, -1.654473299999999814e+00, -4.242187274999999896e-03, 4.840225750000000382e-02, 1.983933000000000035e+01, 2.049999999999999822e+00, 2.439999999999999947e+00, 1.357500000000000151e+00, 1.650000000000000078e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.575000000000001066e-01, 8.100000000000000533e-01, 1.364999999999999991e+00, 8.800000000000000044e-01, 1.255000000000000115e+00, 1.500000000000000118e-02, 1.524999999999999967e-01, 2.974999999999999867e-01, 0.000000000000000000e+00, 3.275000000000000133e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.929999999999999938e+00, 2.029999999999999805e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 8.703287999999999129e-04, 5.240588999999999942e+00, 2.463071499999999858e+00, -8.977126000000000161e+00, 8.009257500000000363e+00, 6.699946499999999361e+00, -4.341224500000000042e+00, -1.379683999999999955e+01, -1.038512400000000113e+01, -9.054196499999999759e+00, -1.299103000000000030e+01, -1.247077999999999953e+01, -5.937551499999999649e+00, 1.671874999999999750e-02, 7.728032499999999416e-01, 9.141988499999999362e+01, -7.848815000000000847e-05, 2.253506499999999857e-01, 6.551434499999999606e-01, -2.539189499999999988e+00, -2.069176450000000056e+00, 2.690789000000000097e+00, -1.575054000000000176e+00, 5.248280499999999904e-01, 3.583868999999999971e+00, -1.707224000000000075e+00, 1.938830999999999971e+00, 2.180079499999999726e+00, 9.676894499999999510e-01, 3.348958499999999706e-03, -3.003130500000000119e-02, -4.187553399999999648e+00, 2.044999999999999929e+00, 2.475000000000000089e+00, 1.354999999999999982e+00, 1.699999999999999845e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.600000000000000533e-01, 8.100000000000000533e-01, 1.354999999999999982e+00, 8.750000000000000000e-01, 1.254999999999999893e+00, 1.000000000000000021e-02, 1.550000000000000266e-01, 2.950000000000000400e-01, 0.000000000000000000e+00, 3.099999999999999978e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.029999999999999805e+00, 2.439999999999999947e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.678081718181818394e-03, 4.595924890909090621e+00, -3.343483427272726960e+00, -7.915956090909091358e+00, -1.434773681818181856e+01, 2.161593727272726806e+00, -1.012557212727272749e+01, -1.717968581818181661e+01, 2.635527963636363324e+00, -1.137235810909090894e+01, -8.544911545454544566e+00, -1.062332727272727428e+00, -8.308264054545452026e+00, 2.556818363636364014e-02, 6.269222909090909068e-01, 8.794599818181818307e+01, 6.242788181818186032e-05, -2.468057545454545587e-01, -5.284255963636361741e-01, 1.309355463636363348e+00, -1.470349259999999658e+00, -6.668722345454543010e-01, -1.100797854545454646e+00, -9.715697836363634821e-01, 6.771565818181819463e-01, 1.008336672727272676e+00, 3.843802090909092528e-01, 1.706491454545455144e-01, -5.354912727272727047e-01, 3.768938181818181927e-04, -1.451837081818181489e-02, 3.997495406363637205e+00, 2.025454545454545396e+00, 2.448181818181818237e+00, 1.359090909090909127e+00, 1.690909090909090695e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.581818181818181124e-01, 8.199999999999999512e-01, 1.365454545454545476e+00, 8.818181818181819454e-01, 1.253636363636363660e+00, 3.090909090909091730e-02, 1.581818181818181734e-01, 2.972727272727272441e-01, 0.000000000000000000e+00, 3.254545454545454408e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 9.090909090909091161e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.450000000000000178e+00, 2.589999999999999858e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.387944333333333530e-03, 2.145944533333333126e+00, -7.368306333333333846e+00, -2.305041000000000118e+00, -1.908632333333333264e+01, -2.115000633333333102e+00, -9.348444999999999894e+00, -2.522174666666666454e+01, -8.475122999999998186e+00, 7.998253333333333437e+00, -8.188898000000000010e+00, -1.987064666666666923e+00, -1.115796399999999977e+01, 3.111111333333333243e-02, 5.629902333333333120e-01, 1.229615999999999900e+02, 8.234907333333333669e-04, -1.081829900000000011e+00, -2.369248866666666675e-01, -1.648659066666666506e+00, -2.341673099999999952e+00, -1.599158333333333459e+00, 3.852064333333333312e+00, -1.500900000000008781e-03, -7.515228666666665447e+00, 2.269786900000000163e+00, 1.456306333333333258e+00, 3.535610999999999837e+00, 2.452660299999999793e+00, 1.979166333333333676e-03, 1.599847899999999948e-02, -5.699336333333332227e+00, 2.036666666666666625e+00, 2.456666666666666554e+00, 1.360000000000000098e+00, 1.833333333333333481e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.666666666666667629e-01, 8.100000000000000533e-01, 1.379999999999999893e+00, 8.833333333333333037e-01, 1.256666666666666599e+00, 1.000000000000000021e-02, 1.499999999999999944e-01, 2.966666666666666341e-01, 0.000000000000000000e+00, 3.233333333333333059e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.589999999999999858e+00, 2.790000000000000036e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.943593399999999714e-03, -5.697010889999999605e+00, -5.414165399999999906e+00, -4.868156599999999834e+00, -1.057255920000000060e+01, -4.751918799999999443e+00, -1.650153040000000004e+01, -2.044869200000000120e+01, -1.464558199999999921e+01, 7.860708200000000367e+00, -5.158031800000000722e+00, 8.272107399999999444e+00, -2.276178999999999952e+00, 4.737500199999999939e-02, 5.043896600000000729e-01, 5.373823800000000261e+01, -5.012105800000000208e-05, -1.019051899999999788e+00, -5.879248800000000941e-01, 9.355351820000001872e-02, 2.566006039999999988e+00, -1.496563800000000055e-01, -3.375466600000000206e+00, 1.453991919999999771e+00, 1.655337099999999895e+00, -5.497692499999999871e-01, -5.694421200000000516e-01, -1.952917200000000297e-01, -5.709808000000009265e-02, 5.022916640000001445e-03, -4.012257539999999900e-02, -1.940984999999999872e+01, 2.014000000000000234e+00, 2.431999999999999940e+00, 1.358000000000000096e+00, 1.580000000000000016e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.520000000000000462e-01, 8.120000000000000551e-01, 1.354000000000000092e+00, 8.779999999999998916e-01, 1.252000000000000002e+00, 1.200000000000000025e-02, 1.659999999999999809e-01, 2.939999999999999836e-01, 0.000000000000000000e+00, 3.160000000000000031e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000222e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.790000000000000036e+00, 2.939999999999999947e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.388586749999999481e-03, 4.056536749999999358e-01, -1.667722750000000076e+01, 3.108482500000000037e+00, -6.252655249999999221e+00, -7.402894749999999746e+00, -2.392307500000000076e+01, -1.783461750000000023e+01, 2.729307750000000699e-01, 8.754174999999997375e-02, -1.286320974999999933e+01, 1.032894774999999932e+00, -6.437427249999999823e+00, 4.713541999999999732e-02, 4.514745499999999745e-01, 0.000000000000000000e+00, -9.899179424999998548e-05, 2.026071750000000282e+00, -1.304676675000000063e+00, 2.410755199999999654e+00, 1.063442999999999472e-01, -4.977770000000000250e-01, 1.608067150000000112e+00, -6.714928525000000148e-01, 3.545602499999999768e+00, -2.479203749999999928e+00, -1.817497649999999965e+00, -1.862368500000000093e+00, -1.651430299999999907e+00, -5.736978999999999690e-03, 3.312505250000000179e-02, -1.734421999999999908e+00, 2.017500000000000071e+00, 2.435000000000000053e+00, 1.359999999999999876e+00, 1.774999999999999911e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.799999999999999600e-01, 8.049999999999999378e-01, 1.372500000000000053e+00, 8.924999999999999600e-01, 1.262499999999999956e+00, 2.500000000000000139e-02, 1.675000000000000100e-01, 2.924999999999999822e-01, 0.000000000000000000e+00, 3.275000000000000133e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.939999999999999947e+00, 3.290000000000000036e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.265599222222222521e-03, 3.020145333333333237e+00, -1.342052444444444603e+01, 7.942008333333333781e+00, -1.309512166666666566e+01, -7.841114888888887968e+00, -1.362441433333333407e+01, -2.765382444444444587e+01, 4.502580155555556018e+00, -3.386365955555556084e+00, -1.199801811111111327e+01, -2.300136444444445427e+00, -1.054276400000000002e+01, 2.684027888888889171e-02, 5.461530888888889157e-01, 3.539230111111110944e+01, -1.942833555555555482e-04, -7.009989444444444939e-02, 6.138263399999999148e-01, 9.060759705555554433e-01, 4.261272444444444973e-01, -1.609134888888888781e+00, -9.084872555555557616e-01, -3.261073333333332491e-01, 3.017816666666667258e-01, -1.829163333333333474e-01, -7.193696666666676842e-02, 1.006778209999999785e+00, 1.216070044444444553e+00, -1.096065088888888888e-03, -1.065003444444444398e-02, -1.111111108897944177e-06, 2.036666666666667069e+00, 2.444444444444444642e+00, 1.360000000000000098e+00, 1.777777777777777568e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.711111111111111249e-01, 8.011111111111111072e-01, 1.383333333333333526e+00, 8.844444444444444775e-01, 1.265555555555555545e+00, 8.888888888888888881e-03, 1.555555555555555580e-01, 2.922222222222222165e-01, 0.000000000000000000e+00, 3.222222222222221877e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.111111111111111049e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.290000000000000036e+00, 3.509999999999999787e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.881596400000000056e-03, -2.647144799999999965e+00, -5.972464999999999691e+00, 6.470985859999998979e+00, -1.084302380000000099e+01, -1.070534460000000010e+01, -1.416185659999999835e+01, -1.243867754000000048e+01, -9.057719660000000061e+00, -8.191866400000000326e+00, -4.382010199999999855e+00, 3.672217999999998206e-01, 1.086861159999999993e+00, 2.447916800000000254e-02, 3.990983000000000169e-01, 0.000000000000000000e+00, -1.084837280000000163e-04, -2.046796399999999849e+00, 1.587694599999999845e+00, -2.735503679999999882e+00, -2.744527000000000161e+00, 2.621852500000000141e+00, 4.953960640000000026e+00, 3.921731999999999996e+00, -5.747648400000000102e+00, -1.592420159999999862e+00, 3.857484999999999609e+00, -1.761426380000000291e+00, 1.448390999999999429e-01, 6.458377999999996121e-05, -1.866716359999999811e-02, 0.000000000000000000e+00, 2.021999999999999797e+00, 2.447999999999999510e+00, 1.354000000000000092e+00, 1.700000000000000122e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.740000000000000657e-01, 8.120000000000000551e-01, 1.373999999999999888e+00, 8.860000000000001208e-01, 1.260000000000000231e+00, 1.000000000000000021e-02, 1.680000000000000104e-01, 2.939999999999999836e-01, 0.000000000000000000e+00, 3.200000000000000067e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000222e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.859999999999999876e+00, 4.240000000000000213e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.167443199999999456e-03, 4.528307100000000140e+00, -1.214449400000000789e+00, -1.075977340000000027e+01, -2.627077499999999688e+01, 6.548476899999999823e+00, -2.577747260000000651e+00, -1.042863670000000198e+01, 5.633804999999999730e+00, -1.394124719999999762e+01, -1.307182740000000010e+01, -6.265560569999999885e+00, -1.232193349999999832e+01, 2.731250100000000638e-02, 6.942443999999999837e-01, 1.596101699999999823e+02, -6.869985000000000599e-05, -3.418866000000003735e-02, 6.855405999999994449e-02, 1.088965140000000220e+00, -1.774024430000000097e+00, 1.052197939999999887e+00, 7.677002699999997404e-01, 6.648594099999998175e-01, -1.159569000000002514e-01, -1.026612219999999853e+00, 5.115548099999999154e-01, -1.395039146000000230e+00, -1.166835409999999795e+00, -1.633333309999999896e-03, 1.529454849999999956e-02, 4.307766520000000376e+00, 2.389000000000000234e+00, 1.605999999999999872e+00, 8.910000000000000142e-01, 0.000000000000000000e+00, 2.299999999999999822e-01, 1.304999999999999938e+00, 1.539999999999999980e-01, 3.760000000000000009e-01, 1.231000000000000094e+00, 8.169999999999998375e-01, 1.050000000000000100e-01, 2.390000000000000180e-01, 4.729999999999999760e-01, 1.730000000000000149e-01, 8.930000000000001270e-01, 5.000000000000000104e-03, 7.139999999999999680e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000056e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 4.000000000000000222e-01, 2.999999999999999889e-01, 1.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000056e-01, 0.000000000000000000e+00, 9.000000000000000222e-01, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.240000000000000213e+00, 4.450000000000000178e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.200000000000000000e+01, 4.123711340206185127e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.635594800000000253e-03, -7.953475566666665664e-01, -9.079519333333333719e+00, -5.604767666666667481e+00, -1.843895633333333350e+01, 1.043811365000000002e+01, -2.541617000000000903e+00, -8.391560633333334351e+00, 1.750623516666667046e+00, -1.380402433333333256e+01, -6.778639499999999707e+00, -1.304654250000000104e+01, -1.785750966666666883e+01, 2.937499999999999833e-02, 5.221340166666665894e-01, 1.101916266666666644e+02, -2.832128783333333366e-04, -1.838526866666666537e+00, -5.917968333333331055e-01, -1.509796799999999495e-01, 3.010645383333333314e+00, -2.259358750000000082e+00, 1.272797616666666576e+00, 1.753494349999999757e+00, -8.810323333333331952e-01, 1.308833550000000123e+00, 6.990313166666665134e-01, 2.655962499999999782e+00, 1.771262499999999962e+00, 1.065277766666666674e-02, -9.465166333333334403e-02, -2.863028383333333338e+01, 1.149999999999999911e+00, 1.754999999999999893e+00, 1.144999999999999796e+00, 2.700000000000000178e-01, 5.916666666666666741e-01, 6.133333333333333970e-01, 1.983333333333333337e-01, 2.366666666666666641e-01, 1.603333333333333499e+00, 7.799999999999999156e-01, 4.833333333333333370e-01, 1.383333333333333359e-01, 8.449999999999998623e-01, 1.400000000000000133e-01, 9.899999999999998801e-01, 1.000000000000000021e-02, 7.033333333333334769e-01, 8.333333333333333703e-01, 1.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 0.000000000000000000e+00, 5.000000000000000000e-01, 0.000000000000000000e+00, 3.333333333333333148e-01, 1.000000000000000000e+00, 8.333333333333333703e-01, 1.000000000000000000e+00, 1.666666666666666574e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.000000000000000000e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
